"","case","iteration","p_HP","HP","p_DD","DD","p_PS1","PS1","p_PS2","PS2","greg"
"12363",13,363,0.11,0.205415822562585,0.36,0.203410174136734,0.142,0.016552640361688,0.168,0.359209189120728,0.18
"12364",13,364,0.218,0.523712277834211,0.416,0.524950350647561,0.574,0.140849538702386,0.56,0.460241210577628,0.72
"12365",13,365,0.636,0.728614548589281,0.69,0.730246124179836,0.51,0.772295505542702,0.516,0.787718733217138,0.436
"12366",13,366,0.618,0.739087990383735,0.816,0.740701222965999,0.452,0.747670124933538,0.454,0.507641153755087,0.396
"12367",13,367,0.572,0.818922772043634,0.544,0.820276055936116,0.852,0.862495125753624,0.79,0.641207078654472,0.88
"12368",13,368,0.628,0.165079670219886,0.252,0.162560273829137,0.18,0.455714021955323,0.178,0.25030004056149,0.152
"12369",13,369,0.318,0.172364333400735,0.492,0.169934645237862,0.08,0.258837674333847,0.092,0.0757729681448994,0.076
"12370",13,370,0.736,0.377384368134994,0.864,0.377469449442082,0.138,0.517907092653447,0.186,0.35347235932399,0.162
"12371",13,371,0.832,0.978423697778818,0.882,0.978638989338306,0.946,0.816258146435036,0.994,0.804748220112379,0.984
"12372",13,372,0.674,0.890247777323781,0.674,0.891192289806075,0.752,0.808995642945256,0.788,0.680349281910276,0.768
"12373",13,373,0.59,0.643641221544023,0.338,0.645284288704002,0.898,0.79801530079901,0.894,0.932819719858909,0.84
"12374",13,374,0.118,0.326059890833207,0.39,0.325583673238845,0.232,0.150655002795508,0.232,0.0467789342555204,0.256
"12375",13,375,0.142,0.533056459348624,0.588,0.534343862220136,0.312,0.317529678353849,0.33,0.236071962533826,0.238
"12376",13,376,0.012,0.0791270713707326,0.012,0.0758811910978272,0.994,0.0747710012921033,0.946,0.197690380827388,0.934
"12377",13,377,0.878,0.956242116806567,0.824,0.956663759907074,0.874,0.68832882552837,0.904,0.645902025405178,0.93
"12378",13,378,0.384,0.63555397164887,0.698,0.637185290832937,0.37,0.438839368055454,0.436,0.549195711222314,0.372
"12379",13,379,0.916,0.217655938062918,0.874,0.215810977458927,0.094,0.338019176476154,0.09,0.184621933044759,0.096
"12380",13,380,0.53,0.736976999010773,0.442,0.738594225284649,0.998,0.87702008167935,0.954,0.639298662862443,0.982
"12381",13,381,0.368,0.477352215928289,0.094,0.478301524472336,0.864,0.506435271556888,0.878,0.704076762309975,0.936
"12382",13,382,0.232,0.27759502197749,0.302,0.276529136088871,0.23,0.296125845783266,0.2,0.250685331202025,0.22
"12383",13,383,0.342,0.642414594868201,0.786,0.644056024525048,0.366,0.54499381977139,0.38,0.26590568105314,0.374
"12384",13,384,0.796,0.745201910021906,0.814,0.746802732557998,0.46,0.845387553503689,0.408,0.586024696715996,0.478
"12385",13,385,0.866,0.770855962143046,0.524,0.772391088553249,0.572,0.847530960923858,0.576,0.655535050150022,0.586
"12386",13,386,0.54,0.779864997962864,0.356,0.781371854753043,0.786,0.828606950744099,0.73,0.963105719849424,0.762
"12387",13,387,0.728,0.364467668343291,0.446,0.364418405428469,0.19,0.615353991936274,0.178,0.326886173610051,0.148
"12388",13,388,0.864,0.990254944693268,0.878,0.990353953954786,0.946,0.992366674829358,0.96,0.653621038889729,0.97
"12389",13,389,0.09,0.206191016643698,0.056,0.204195516543768,0.138,0.0697007217830999,0.16,0.0129275741190938,0.348
"12390",13,390,0.708,0.944989733154089,0.746,0.945510208434052,0.874,0.983257052648092,0.832,0.877363831333271,0.938
"12391",13,391,0.922,0.0419456395597459,0.32,0.0389292519890577,0.03,0.104104075103021,0.022,0.0639738895518951,0.012
"12392",13,392,0.178,0.591319289043625,0.454,0.592846566080273,0.588,0.354653745407096,0.574,0.707319674108916,0.522
"12393",13,393,0.434,0.416750967541871,0.33,0.417214487785236,0.36,0.206890738990771,0.348,0.645298340894888,0.428
"12394",13,394,0.212,0.0987404020153886,0.236,0.0955705773638995,0.048,0.101335271393215,0.04,0.0227001755083618,0.018
"12395",13,395,0.212,0.020737890367674,0.772,0.018356132886139,0.01,0.0152099547047468,0.00600000000000001,0.00732410973383013,0.002
"12396",13,396,0.518,0.707171882761668,0.364,0.708829485286856,0.986,0.943484299324335,0.89,0.902923298084642,0.898
"12397",13,397,0.948,0.606131823081744,0.586,0.607701440795434,0.33,0.604707451603105,0.374,0.607850011743151,0.334
"12398",13,398,0.252,0.175985137624844,0.042,0.17360070214399,0.692,0.658298409743702,0.686,0.821414531414909,0.662
"12399",13,399,0.136,0.0760052112657331,0.098,0.0727561615581211,0.0840000000000001,0.000868604387689542,0.0840000000000001,0.0108766966428286,0.104
"12400",13,400,0.528,0.840291427148117,0.658,0.841539523412134,0.592,0.882158839842003,0.66,0.847722375098491,0.618
"12401",13,401,0.882,0.804951425767403,0.902,0.806365412573495,0.534,0.846191268676657,0.528,0.810163545745101,0.54
"12402",13,402,0.382,0.203037698949282,0.192,0.201000951434623,0.134,0.421210132534368,0.15,0.220913023009269,0.126
"12403",13,403,0.044,0.0621410403812503,0.532,0.0589180169219433,0.026,0.000254031701890978,0.03,0.0213356003963463,0.05
"12404",13,404,0.102,0.253746562065734,0.322,0.252374734337924,0.2,0.227018939930351,0.214,0.280801859876893,0.294
"12405",13,405,0.994,0.319134870135782,0.564,0.318577591986658,0.19,0.503201258720466,0.128,0.365377323338578,0.142
"12406",13,406,0.284,0.429436911484269,0.584,0.430012043618282,0.236,0.44590277482378,0.232,0.432438546846068,0.256
"12407",13,407,0.018,0.142484679475986,0.506,0.139702395111487,0.114,0.00150103405891255,0.12,0.0748595221105174,0.044
"12408",13,408,0.684,0.333218172183678,0.1,0.332824493313973,0.704,0.966217386214032,0.712,0.680311264538802,0.608
"12409",13,409,0.634,0.0581912565331195,0.336,0.0549901110868027,0.03,0.138178972429404,0.036,0.072633920747639,0.018
"12410",13,410,0.06,0.110572065541118,0.082,0.107484065632781,0.654,0.176607088819048,0.69,0.0705592237768498,0.95
"12411",13,411,0.784,0.873766844825372,0.988,0.87482038355052,0.624,0.617170950731328,0.642,0.312864410924204,0.616
"12412",13,412,0.242,0.525892600516517,0.526,0.527142451318581,0.356,0.221632746564913,0.376,0.132648274812348,0.418
"12413",13,413,0.408,0.0622819130304837,0.73,0.0590582431839192,0.01,0.0177966795502459,0.034,0.0154013224910875,0.028
"12414",13,414,0.966,0.950227178778606,0.764,0.950702143764418,0.75,0.859074636263622,0.736,0.437937169361768,0.708
"12415",13,415,0.6,0.593891344619786,0.504,0.59542651608726,0.444,0.580993960867174,0.452,0.730926228954321,0.504
"12416",13,416,0.472,0.218944235390441,0.886,0.217116224474949,0.0800000000000001,0.101723252341222,0.0960000000000001,0.199529909857955,0.1
"12417",13,417,0.368,0.34011065868248,0.32,0.339795210985636,0.318,0.410885255274632,0.324,0.573698431485523,0.35
"12418",13,418,0.692,0.284760681986532,0.468,0.28378499140587,0.204,0.520800939172657,0.222,0.344878919591987,0.186
"12419",13,419,0.342,0.223721586506208,0.972,0.221956449007142,0.118,0.148444812496973,0.07,0.145778920400483,0.096
"12420",13,420,0.244,0.614156173482847,0.75,0.615745572497519,0.392,0.394553215672536,0.316,0.524843359939404,0.38
"12421",13,421,0.108,0.031671619328191,0,0.0288846122058058,0.686,0.324382879852523,0.628,0.386991350363092,0.734
"12422",13,422,0.056,0.136874231808073,0.242,0.134031456337845,0.098,0.00754315933179961,0.106,0.246818422688923,0.044
"12423",13,423,0.336,0.539123831262229,0.284,0.540441661795769,0.63,0.758452495988535,0.604,0.877712005859371,0.56
"12424",13,424,0.332,0.541158209212477,0.284,0.542485959137472,0.696,0.667775783832198,0.676,0.181508297586533,0.566
"12425",13,425,0.258,0.478004945315195,0.118,0.478958824480767,0.564,0.732044902701559,0.54,0.840978011098794,0.434
"12426",13,426,0.78,0.79587089851693,0.626,0.797320899552729,0.784,0.942705095168138,0.774,0.894956381220224,0.772
"12427",13,427,0.372,0.389656916758827,0.234,0.389865071347195,0.666,0.813052592972737,0.674,0.907996629155574,0.744
"12428",13,428,0.404,0.0180887757607035,0.006,0.0158430074163718,0.056,0.294292754369737,0.074,0.181768135480995,0.116
"12429",13,429,0.282,0.65678236620646,0.31,0.658439740993575,0.756,0.744820923618122,0.782,0.257787086596989,0.692
"12430",13,430,0.244,0.330820649519864,0.116,0.330399470426084,0.644,0.522555919557581,0.678,0.609421117485569,0.538
"12431",13,431,0.424,0.078396666910353,0.484,0.0751497876313902,0.03,0.11709193853266,0.038,0.0653325642901257,0.028
"12432",13,432,0.666,0.630004567376381,0.498,0.631626526272498,0.486,0.906684908468403,0.476,0.775149373442081,0.498
"12433",13,433,0.508,0.379468335332038,0.216,0.379574632954105,0.668,0.716457085071204,0.67,0.86225226808205,0.56
"12434",13,434,0.658,0.843439257444963,0.514,0.844670602443342,0.752,0.446453903646664,0.796,0.411961503107004,0.826
"12435",13,435,0.378,0.577105940631586,0.326,0.57858548135418,0.95,0.530116339717534,0.992,0.789110887029377,0.894
"12436",13,436,0.658,0.79390955080243,0.794,0.795366973939929,0.504,0.618991317690659,0.496,0.74142599430821,0.434
"12437",13,437,0,0.0283447840066029,0.106,0.0256594485025724,0.108,0.000229069298196549,0.114,0.0278095330887744,0.128
"12438",13,438,0.38,0.320866852952147,0.192,0.32032995788228,0.444,0.804271522043349,0.442,0.711972601425659,0.336
"12439",13,439,0.0740000000000001,0.0387381886740883,0.00800000000000001,0.0357816529632957,0.366,0.212685078416792,0.378,0.143355253233387,0.296
"12440",13,440,0.456,0.275873366696684,0.0900000000000001,0.274785678038401,0.402,0.652015679947673,0.386,0.672008476416936,0.462
"12441",13,441,0.434,0.453184262207889,0.22,0.453954314117348,0.986,0.936410921035858,0.974,0.999704013311954,0.854
"12442",13,442,0.692,0.921765798623967,0.606,0.922477721788253,0.97,0.78454674643237,0.99,0.441955480741225,0.93
"12443",13,443,0.978,0.180352546542057,0.732,0.178023200776749,0.0820000000000001,0.340199853242243,0.0780000000000001,0.187105203820876,0.0960000000000001
"12444",13,444,0.256,0.412412247574755,0.728,0.412836418218824,0.17,0.315526754453697,0.216,0.337177543158114,0.266
"12445",13,445,0.948,0.683656697246123,0.828,0.685324949440632,0.428,0.124447535574033,0.41,0.597492600729725,0.422
"12446",13,446,0.316,0.635754284538153,0.156,0.637385921817727,0.704,0.810602191789857,0.722,0.768094667468858,0.748
"12447",13,447,0.588,0.158854632086112,0.716,0.156260227432358,0.044,0.227889735311175,0.052,0.161565133591622,0.036
"12448",13,448,0.992,0.88519765414988,0.858,0.886176497977492,0.622,0.914418741453766,0.57,0.890074300390072,0.61
"12449",13,449,0.082,0.153890431645062,0.076,0.151237487368918,0.45,0.372707394153744,0.4,0.23489126892753,0.564
"12450",13,450,1,0.296855391396015,0.83,0.296029765417843,0.136,0.413834180235633,0.112,0.275366875561298,0.142
"12451",13,451,0.71,0.555390328853337,0.754,0.55678349395767,0.252,0.623314622217853,0.328,0.53061639031147,0.3
"12452",13,452,0.328,0.638599200234836,0.414,0.64023520652112,0.784,0.45802374708702,0.724,0.402207533335249,0.782
"12453",13,453,0.976,0.55774336472124,0.714,0.559146673802271,0.338,0.211949207128985,0.306,0.501932822180955,0.322
"12454",13,454,0.46,0.14614340466168,0.74,0.143401745595948,0.07,0.178671916258074,0.052,0.154243826076587,0.058
"12455",13,455,0.802,0.946288252379714,0.896,0.946797524173798,0.756,0.944652458722885,0.726,0.688757479800661,0.836
"12456",13,456,0.866,0.117848417199005,0.05,0.114820714558609,0.31,0.788769216852389,0.32,0.567427183920552,0.346
"12457",13,457,0.262,0.455729783861754,0.628,0.456519631331231,0.248,0.0808078810201923,0.262,0.125087713408864,0.272
"12458",13,458,0.146,0.189492864096345,0.102,0.187280314015792,0.854,0.74042969817891,0.862,0.514861766525942,0.95
"12459",13,459,0.908,0.843846889167623,0.684,0.845076041423121,0.656,0.781453696944049,0.726,0.909591028563409,0.706
"12460",13,460,0.758,0.84533562690285,0.506,0.84655672511423,0.776,0.882065687563889,0.766,0.649243349600183,0.74
"12461",13,461,0.878,0.910545666870972,0.95,0.91134399965533,0.682,0.758728677961087,0.726,0.91498079430059,0.674
"12462",13,462,0.82,0.973024048333337,0.772,0.97329097523061,0.896,0.938530866223726,0.96,0.918374000194013,0.882
"12463",13,463,0.71,0.455033720338889,0.51,0.455818176069759,0.272,0.100772136604214,0.276,0.550382817366857,0.194
"12464",13,464,0.644,0.730544426182661,0.526,0.732172898951468,0.642,0.967487639701246,0.666,0.898359755559624,0.652
"12465",13,465,0.978,0.570709357583404,0.96,0.572165143272278,0.29,0.129783099612109,0.318,0.50869870393282,0.322
"12466",13,466,0.616,0.939717101003303,0.764,0.940282526200862,0.856,0.9203967017513,0.85,0.975139237834891,0.866
"12467",13,467,0.808,0.909890419203237,0.686,0.91069367520808,0.938,0.543082050308522,0.99,0.898656609294314,0.948
"12468",13,468,0.584,0.806662458523101,0.62,0.808069355440185,0.8,0.872000294465345,0.824,0.923008032880317,0.836
"12469",13,469,0.824,0.959049555919564,0.954,0.959445925699885,0.924,0.942252434216297,0.904,0.903522134611901,0.898
"12470",13,470,0.33,0.502246613105302,0.904,0.503360058507039,0.266,0.239202285858214,0.286,0.258992172475906,0.262
"12471",13,471,0.992,0.943562150262075,0.972,0.944094881748425,0.774,0.368032401784709,0.712,0.177819100236923,0.762
"12472",13,472,0.632,0.48662747853148,0.914,0.487640389701211,0.216,0.27649795565483,0.224,0.452377137657811,0.234
"12473",13,473,0.566,0.207895094617252,0.204,0.205921920282913,0.18,0.340498317117035,0.164,0.30215360385739,0.128
"12474",13,474,0.136,0.596936823371804,0.516,0.598481047584668,0.618,0.482245851300786,0.628,0.135605919677329,0.662
"12475",13,475,0.66,0.91762875774508,0.582,0.918373004408622,0.962,0.691527209511475,0.964,0.794795824791237,0.934
"12476",13,476,0.672,0.530194885269239,0.572,0.53146749912358,0.264,0.730425468327079,0.314,0.446792615197295,0.292
"12477",13,477,0.428,0.835263926535185,0.56,0.836538109117783,0.718,0.71021926816492,0.748,0.725391775755623,0.758
"12478",13,478,0.496,0.801121310639083,0.458,0.802550819079943,0.958,0.672960350527645,0.964,0.906059838385328,0.954
"12479",13,479,0.96,0.218707372806078,0.802,0.216876245308977,0.082,0.322443958279432,0.088,0.0677867482168093,0.076
"12480",13,480,0.034,0.15906127445831,0.662,0.156469332387208,0.072,0.00110744625640691,0.088,0.113198067998437,0.058
"12481",13,481,0.412,0.60763951617706,0.532,0.609213019734841,0.516,0.655567968551797,0.538,0.557063243172568,0.512
"12482",13,482,0.0660000000000001,0.0469499050411843,0.03,0.0438575434278163,0.164,0.276105364011767,0.144,0.0937135125136999,0.048
"12483",13,483,0.596,0.584228358273086,0.494,0.585732690356686,0.342,0.49882196796692,0.4,0.133171696679534,0.416
"12484",13,484,0.882,0.986313701470684,0.842,0.986451925537184,0.966,0.92418379456809,0.986,0.985261825276177,0.992
"12485",13,485,0.146,0.353906178027071,0.14,0.353743508643114,0.608,0.408606232863243,0.606,0.8749629419301,0.794
"12486",13,486,0.832,0.983799259152474,0.958,0.983962251865576,0.866,0.943072249450663,0.846,0.962252873375166,0.9
"12487",13,487,0.852,0.649247972041797,0.612,0.650897867234503,0.422,0.747953985698568,0.412,0.635974599570158,0.45
"12488",13,488,0.602,0.350561275948505,0.828,0.350362039414464,0.15,0.330392457620713,0.148,0.357178674759817,0.2
"12489",13,489,0.202,0.397649824246403,0.382,0.397935681244594,0.292,0.456097940208765,0.304,0.458478456382037,0.29
"12490",13,490,0.542,0.778575789011156,0.444,0.780086856352863,0.824,0.861298110472561,0.842,0.366940397528951,0.862
"12491",13,491,0.804,0.804070995707851,0.776,0.805488593189972,0.556,0.940561848066243,0.568,0.828024993760096,0.55
"12492",13,492,0.00800000000000001,0.0487795792372332,0.546,0.0456641257577728,0.052,8.08825590170592e-06,0.032,0.0485907922942785,0.088
"12493",13,493,0.542,0.833148449301519,0.578,0.834433362755642,0.786,0.860002692171589,0.742,0.484996153409787,0.846
"12494",13,494,0.988,0.794196696155834,0.894,0.795653040611588,0.452,0.897023749044518,0.53,0.798405372604041,0.452
"12495",13,495,0.402,0.429673799547216,0.214,0.430250966695032,0.5,0.468581138681814,0.558,0.826113366013656,0.514
"12496",13,496,0.52,0.216116773527117,0.42,0.214251568103738,0.136,0.302131373781024,0.11,0.152298680901131,0.118
"12497",13,497,0.168,0.456384575867157,0.31,0.457179480747057,0.498,0.334488349283754,0.548,0.365091578919858,0.51
"12498",13,498,0.662,0.84416421031885,0.682,0.845391651900699,0.67,0.931726950175378,0.652,0.680132421795802,0.546
"12499",13,499,0.666,0.901062126190035,0.558,0.901930386553251,0.8,0.882615847976405,0.844,0.878582020561586,0.854
"12500",13,500,0.788,0.934962777285664,0.818,0.935567987230233,0.746,0.949193035355948,0.774,0.893348021038169,0.72
"12501",13,501,0.04,0.338047685276222,0.318,0.337708952470821,0.336,0.0678125250288791,0.352,0.619466686771893,0.3
"12502",13,502,0.132,0.323100908505044,0.062,0.322590197991298,0.906,0.496851913519194,0.98,0.684538191723141,0.78
"12503",13,503,0.3,0.501057044086791,0.34,0.502163123790391,0.69,0.456214574058343,0.722,0.225725209778787,0.55
"12504",13,504,0.54,0.727461236817844,0.58,0.729094606849872,0.634,0.880563063122525,0.682,0.802911556778705,0.572
"12505",13,505,0.34,0.231608706414428,0.042,0.229947335310143,0.52,0.717355640836927,0.546,0.829981160224837,0.516
"12506",13,506,0.37,0.361359905997478,0.164,0.361277600263276,0.528,0.567050552059377,0.522,0.80011300942694,0.512
"12507",13,507,0.948,0.272594413691142,0.334,0.27146506659008,0.16,0.343393067258991,0.156,0.244860424318539,0.2
"12508",13,508,0.448,0.501793823971237,0.108,0.502904471415232,0.908,0.993270949780408,0.936,0.88575991012697,0.944
"12509",13,509,0.344,0.442244586712139,0.188,0.442927134588938,0.502,0.445828238594515,0.45,0.0616349568111523,0.556
"12510",13,510,0.23,0.492365033821014,0.372,0.493415835642249,0.434,0.553929859448282,0.452,0.264546537971828,0.538
"12511",13,511,0.192,0.436494260994891,0.284,0.437129241379207,0.842,0.545078599548802,0.864,0.356009651371934,0.9
"12512",13,512,0.414,0.733076928114658,0.83,0.734701139118699,0.458,0.408899652224612,0.494,0.772196546143716,0.478
"12513",13,513,0.374,0.453116600853597,0.47,0.453886123664622,0.296,0.53609074638535,0.274,0.358370755472334,0.366
"12514",13,514,0.928,0.994529587923776,0.924,0.994585525609768,0.956,0.796100057687913,0.966,0.86030024647448,0.9
"12515",13,515,0.004,0.0251255845486607,0.294,0.0225551664637709,0.014,0.000537958445905651,0.012,0.0528573928363177,0.012
"12516",13,516,0.478,0.547862531201095,0.248,0.549221964030207,0.592,0.857107498316758,0.566,0.871788109671245,0.644
"12517",13,517,0.522,0.549165288145201,0.908,0.550530698157177,0.262,0.573952311666667,0.284,0.484632193842387,0.31
"12518",13,518,0.836,0.162814104137618,0.986,0.160267217902471,0.056,0.276603624994428,0.056,0.127197186671703,0.05
"12519",13,519,0.892,0.948817925121677,0.976,0.949305219908619,0.738,0.827112357952596,0.73,0.472660124066182,0.796
"12520",13,520,0.322,0.685003236181253,0.408,0.686671385565512,0.804,0.774085688075307,0.782,0.893112363069713,0.938
"12521",13,521,0.928,0.956377645383312,0.858,0.956798074052798,0.764,0.970850017202147,0.756,0.946355309876987,0.734
"12522",13,522,0.49,0.789735957111404,0.818,0.791208751369021,0.462,0.583361125786278,0.528,0.374478422819816,0.5
"12523",13,523,0.254,0.474455584653417,0.342,0.475384437448328,0.33,0.547974531250001,0.36,0.542273384168979,0.368
"12524",13,524,0.048,0.275099350592943,0.278,0.27400184391643,0.294,0.0438806583886242,0.254,0.511650016473967,0.246
"12525",13,525,0.17,0.357384408066463,0.282,0.357259433947037,0.292,0.0296824029906646,0.298,0.572339850095153,0.312
"12526",13,526,0.388,0.42639341356307,0.688,0.426942239280607,0.234,0.449739166028158,0.232,0.433888219693711,0.216
"12527",13,527,0.826,0.611943690160875,0.912,0.613527856390625,0.33,0.792342768521229,0.292,0.584071238582469,0.344
"12528",13,528,0.52,0.675818240931442,0.604,0.677485865853431,0.564,0.841369374782652,0.59,0.824669063628983,0.512
"12529",13,529,0.66,0.616647725798235,0.268,0.618242815943115,0.748,0.880152281201849,0.774,0.897497366082395,0.72
"12530",13,530,0.82,0.605008379550025,0.536,0.60657505086484,0.492,0.638430226734588,0.434,0.747979828811807,0.424
"12531",13,531,0.766,0.918545480778744,0.748,0.919282611496639,0.862,0.723421563118995,0.802,0.932570252696492,0.828
"12532",13,532,0.882,0.19574850295523,0.29,0.193616821336061,0.258,0.544157267096124,0.238,0.479263550270664,0.216
"12533",13,533,0.162,0.373503855544946,0.442,0.373549088327038,0.214,0.157066270239409,0.228,0.231186869029706,0.196
"12534",13,534,0.536,0.666894623052385,0.722,0.668558983993559,0.364,0.0377607039996575,0.44,0.0929641079603739,0.408
"12535",13,535,0.026,0.139269621056173,0.156,0.136452390910577,0.666,0.104426186393738,0.686,0.520404527457777,0.636
"12536",13,536,0.0720000000000001,0.214644948198637,0.0800000000000001,0.212760390718854,0.39,0.166625593162636,0.468,0.547586974271847,0.372
"12537",13,537,0.126,0.321089538699263,0.18,0.320555259088145,0.758,0.487726432694968,0.774,0.844203114109109,0.77
"12538",13,538,0.398,0.614030763109095,0.656,0.615619870017793,0.392,0.16099241612605,0.376,0.236604204836649,0.376
"12539",13,539,0.25,0.496177258553353,0.24,0.497252620145152,0.384,0.202003271494807,0.412,0.163243862709094,0.492
"12540",13,540,0.408,0.539441703657819,0.384,0.54076109347062,0.504,0.632227090916258,0.54,0.602309668062122,0.562
"12541",13,541,0.392,0.518580640158244,0.814,0.519790350121513,0.248,0.398066847857479,0.304,0.465742188168066,0.304
"12542",13,542,0.172,0.419611424380844,0.19,0.420100560471981,0.4,0.00428066881753697,0.434,0.300431933734891,0.418
"12543",13,543,0.362,0.663415082669368,0.442,0.665077434185859,0.976,0.686351952300017,0.928,0.717997462772031,0.968
"12544",13,544,0.898,0.600394403992142,0.436,0.601948518569044,0.458,0.792113697194123,0.456,0.703178852606137,0.428
"12545",13,545,0.914,0.522627590857085,0.976,0.523859743631355,0.256,0.623398897931202,0.266,0.502961805733271,0.268
"12546",13,546,0.736,0.296720018416678,0.968,0.295892728882506,0.1,0.0539911215478293,0.102,0.0228034902183742,0.116
"12547",13,547,0.188,0.488992706316701,0.446,0.490021372205244,0.41,0.122477773540732,0.434,0.0376432782806718,0.412
"12548",13,548,0.17,0.446974464762049,0.09,0.447695328519658,0.904,0.635799111361564,0.906,0.888489874100956,0.836
"12549",13,549,0.442,0.662673541624826,0.484,0.664335411425148,0.702,0.598730547446932,0.654,0.918707800021112,0.75
"12550",13,550,0.862,0.850032681018381,0.932,0.851227897389652,0.558,0.888522062053874,0.602,0.852872018001436,0.598
"12551",13,551,0.382,0.628289297307452,0.296,0.629908148992701,0.91,0.765661051363973,0.966,0.457560292581865,0.918
"12552",13,552,0.674,0.95574645737106,0.782,0.956172537058412,0.876,0.930748255227163,0.832,0.683299129739868,0.898
"12553",13,553,0.582,0.738432956171854,0.388,0.740047443989997,0.696,0.868053942496092,0.678,0.774921454849624,0.656
"12554",13,554,0.924,0.992154049113267,0.96,0.992233992127603,0.894,0.595008959306943,0.888,0.606262499506605,0.9
"12555",13,555,0.89,0.845004889662499,0.742,0.846227783366719,0.664,0.564465401788088,0.644,0.645944133759154,0.68
"12556",13,556,0.122,0.185104293070035,0.112,0.182835436640355,0.26,0.0035176279975806,0.27,0.0315047186308524,0.22
"12557",13,557,0.482,0.733794478291358,0.468,0.735417442581035,0.554,0.810992733435951,0.566,0.587257197392724,0.64
"12558",13,558,0.886,0.729110687610069,0.484,0.730741477484764,0.596,0.872725054143839,0.646,0.859562018498128,0.612
"12559",13,559,0.914,0.760759272449954,0.49,0.762322875075017,0.658,0.916599352432817,0.686,0.822454907293641,0.692
"12560",13,560,0.52,0.736104812183254,0.572,0.73772364483289,0.902,0.931014087764869,0.916,0.714457097265621,0.854
"12561",13,561,0.094,0.0296334062968501,0.58,0.0269067839382151,0.012,0.00484323177428547,0.016,0.0015894633843675,0.024
"12562",13,562,0.48,0.742891395633292,0.81,0.744497055359781,0.45,0.711002170310737,0.488,0.563219260305154,0.568
"12563",13,563,0.856,0.977038554279402,0.99,0.977267177464269,0.844,0.416656400345244,0.824,0.405577899352641,0.852
"12564",13,564,0.98,0.341082451253494,0.296,0.34077793341845,0.284,0.0702394174241687,0.24,0.0318258294762741,0.286
"12565",13,565,0.688,0.401665076503262,0.916,0.401989225895685,0.176,0.570978174220372,0.142,0.36615052746947,0.172
"12566",13,566,0.036,0.13773845787307,0.102,0.134904848735266,0.168,0.00541845234366856,0.158,0.0362718202115992,0.122
"12567",13,567,0.978,0.753195696475803,0.706,0.7547784047454,0.544,0.945203736114852,0.562,0.734565519211003,0.52
"12568",13,568,0.078,0.227253139135228,0.264,0.225534478445869,0.336,0.169953769712886,0.312,0.112760333712217,0.272
"12569",13,569,0.128,0.197316224057084,0.194,0.195204903756104,0.206,0.407586981467481,0.186,0.283498856498603,0.146
"12570",13,570,0.39,0.344130498260368,0.444,0.343860099193853,0.264,0.589361423088264,0.22,0.448627458728008,0.224
"12571",13,571,0.446,0.625018188634551,0.286,0.626630834423411,0.602,0.224957278244393,0.6,0.407211258821304,0.588
"12572",13,572,0.958,0.999870516578206,0.998,0.999871851202246,0.982,0.934277914836908,0.962,0.892609483920391,0.958
"12573",13,573,0.01,0.0258308276513075,0.026,0.0232336957181454,0.0660000000000001,0.00175151910780991,0.0620000000000001,0.00666531847614582,0.048
"12574",13,574,0.682,0.822617724268838,0.728,0.823953885059266,0.61,0.654854351681314,0.606,0.488856219127472,0.692
"12575",13,575,0.526,0.438156842683353,0.334,0.438805686952213,0.546,0.701805881215648,0.518,0.66622994937246,0.446
"12576",13,576,0.774,0.949661101479073,0.89,0.950141026619035,0.812,0.911599906061287,0.806,0.779066974333116,0.92
"12577",13,577,0.882,0.428800049286731,0.564,0.429369701407501,0.274,0.659015300315074,0.228,0.517111760435474,0.22
"12578",13,578,0.548,0.783151671374264,0.576,0.784647544709224,0.7,0.875029380466313,0.7,0.613705320549868,0.722
"12579",13,579,0.0860000000000001,0.241185153918321,0.754,0.239649469321044,0.102,0.0368777934860145,0.124,0.131638549142943,0.178
"12580",13,580,0.322,0.20605787134959,0.212,0.204060627839441,0.15,0.415505278414972,0.174,0.0945416241069815,0.162
"12581",13,581,0.558,0.135867213818963,0.016,0.133013830677792,0.2,0.43688953857198,0.17,0.402114292047078,0.174
"12582",13,582,0.38,0.501546451957139,0.388,0.502655567850899,0.694,0.79295631809187,0.674,0.903960778024167,0.606
"12583",13,583,0.784,0.765138362517313,0.874,0.766690031370531,0.472,0.853245988404854,0.518,0.720103644906517,0.554
"12584",13,584,0.352,0.729480117292333,0.982,0.731110316735463,0.39,0.68998033628434,0.37,0.709233488385745,0.398
"12585",13,585,0.66,0.76113147945127,0.556,0.762694092600054,0.554,0.599344368976189,0.572,0.741856600549032,0.574
"12586",13,586,0.83,0.600548631948736,0.836,0.602103178097056,0.34,0.726750529033999,0.334,0.596718701231507,0.316
"12587",13,587,0.04,0.0899484376610058,0.044,0.0867338274981656,0.752,0.139776918280457,0.688,0.509660974735734,0.518
"12588",13,588,0.638,0.0347844128236344,0.316,0.031915688011663,0.02,0.106752269436915,0.022,0.0471998671305182,0.024
"12589",13,589,0.99,0.949839344081907,0.976,0.950317708480372,0.732,0.672473292426477,0.806,0.597198811982822,0.758
"12590",13,590,0.942,0.0694640787787282,0.422,0.0662184493106244,0.046,0.184961922150917,0.026,0.098656411054194,0.038
"12591",13,591,0.78,0.834865884738176,0.584,0.836142097534225,0.636,0.737118188094997,0.616,0.551802240334091,0.708
